Period,FDCP,Gross Salary
2017-09-30,19904|0|1|10530,0.0
2017-09-30,19904|0|1|10531,834.7
2017-09-30,19904|0|1|10532,1865.05
2017-09-30,19904|0|1|10533,0.0
2017-09-30,19904|0|1|10535,0.0
2017-09-30,19904|0|1|10537,946.73
2017-09-30,19904|0|1|10538,786.72
2017-09-30,19904|0|1|10539,0.0
2017-09-30,19904|0|1|10541,885.02
2017-09-30,19904|0|1|10545,829.2
2017-09-30,19904|0|1|10546,1014.32
2017-09-30,19904|0|1|10548,0.0
2017-09-30,19904|0|1|10549,713.0
2017-09-30,19904|0|1|10551,0.0
2017-09-30,19904|0|1|10552,0.0
2017-09-30,19904|0|1|10561,695.35
2017-09-30,19904|0|1|10577,725.66
2017-09-30,19904|0|1|10580,0.0
2017-09-30,19904|0|1|10582,920.0
2017-09-30,19904|0|1|10589,304.31
2017-09-30,19904|0|1|10597,0.0
2017-09-30,19904|0|1|10603,833.3
2017-09-30,19904|0|1|10607,489.34
2017-09-30,19904|0|1|10614,0.0
2017-09-30,19904|0|1|10620,0.0
2017-09-30,19904|0|1|10622,1309.04
2017-09-30,19904|0|1|10627,705.56
2017-09-30,19904|0|1|10628,0.0
2017-09-30,19904|0|1|10629,892.82
2017-09-30,19904|0|1|10631,1244.71
2017-09-30,19904|0|1|10633,0.0
2017-09-30,19904|0|1|10634,512.1
2017-09-30,19904|0|1|10635,721.59
2017-09-30,19904|0|1|10637,0.0
2017-09-30,19904|0|1|10638,1104.24
2017-09-30,19904|0|1|10639,1071.03
2017-09-30,19904|0|1|10640,962.6
2017-09-30,19904|0|1|10642,1352.11
2017-09-30,19904|0|1|10643,0.0
2017-09-30,19904|0|1|10644,1852.18
2017-09-30,19904|0|1|10645,660.04
2017-09-30,19904|0|1|10646,844.93
2017-09-30,19904|0|1|10647,695.76
2017-09-30,19904|0|1|10648,1054.36
2017-09-30,19904|0|1|10649,997.88
2017-09-30,19904|0|1|10659,0.0
2017-09-30,19904|0|1|10663,0.0
2017-09-30,19904|0|1|10664,0.0
2017-09-30,19904|0|1|10665,696.31
2017-09-30,19904|0|1|10692,563.5
2017-09-30,19904|0|1|10703,990.14
2017-09-30,19904|0|1|10704,800.96
2017-09-30,19904|0|1|10714,649.24
2017-09-30,19904|0|1|10720,0.0
2017-09-30,19904|0|1|10725,831.76
2017-09-30,19904|0|1|113,0.0
2017-09-30,19904|0|1|119,1333.71
2017-09-30,19904|0|1|121,0.0
2017-09-30,19904|0|1|122,1229.3200000000002
2017-09-30,19904|0|1|124,402.5
2017-09-30,19904|0|1|125,598.0
2017-09-30,19904|0|1|128,957.75
2017-09-30,19904|0|1|130,449.18
2017-09-30,19904|0|1|133,1361.55
2017-09-30,19904|0|1|135,1274.46
2017-09-30,19904|0|1|140,1795.91
2017-09-30,19904|0|1|143,184.0
2017-09-30,19904|0|1|144,0.0
2017-09-30,19904|0|1|145,0.0
2017-09-30,19904|0|1|146,1193.04
2017-09-30,19904|0|1|148,805.0
2017-09-30,19904|0|1|149,0.0
2017-09-30,19904|0|1|15,0.0
2017-09-30,19904|0|1|150,0.0
2017-09-30,19904|0|1|151,0.0
2017-09-30,19904|0|1|154,1432.5
2017-09-30,19904|0|1|163,1018.0
2017-09-30,19904|0|1|166,968.41
2017-09-30,19904|0|1|167,0.0
2017-09-30,19904|0|1|170,0.0
2017-09-30,19904|0|1|173,0.0
2017-09-30,19904|0|1|175,0.0
2017-09-30,19904|0|1|177,0.0
2017-09-30,19904|0|1|178,765.02
2017-09-30,19904|0|1|18,829.18
2017-09-30,19904|0|1|187,0.0
2017-09-30,19904|0|1|193,0.0
2017-09-30,19904|0|1|194,0.0
2017-09-30,19904|0|1|195,0.0
2017-09-30,19904|0|1|196,0.0
2017-09-30,19904|0|1|197,793.5
2017-09-30,19904|0|1|198,0.0
2017-09-30,19904|0|1|199,0.0
2017-09-30,19904|0|1|200,0.0
2017-09-30,19904|0|1|201,1780.97
2017-09-30,19904|0|1|202,1044.68
2017-09-30,19904|0|1|203,879.06
2017-09-30,19904|0|1|204,623.58
2017-09-30,19904|0|1|205,1796.38
2017-09-30,19904|0|1|206,853.75
2017-09-30,19904|0|1|207,2063.5
2017-09-30,19904|0|1|209,1280.1
2017-09-30,19904|0|1|210,667.0
2017-09-30,19904|0|1|211,1173.58
2017-09-30,19904|0|1|213,0.0
2017-09-30,19904|0|1|214,0.0
2017-09-30,19904|0|1|215,1412.49
2017-09-30,19904|0|1|217,1116.81
2017-09-30,19904|0|1|218,1431.04
2017-09-30,19904|0|1|220,1448.6
2017-09-30,19904|0|1|221,793.5
2017-09-30,19904|0|1|222,1070.16
2017-09-30,19904|0|1|223,0.0
2017-09-30,19904|0|1|225,1428.15
2017-09-30,19904|0|1|227,362.21
2017-09-30,19904|0|1|228,1941.33
2017-09-30,19904|0|1|229,611.52
2017-09-30,19904|0|1|230,1199.49
2017-09-30,19904|0|1|231,1766.62
2017-09-30,19904|0|1|235,0.0
2017-09-30,19904|0|1|237,0.0
2017-09-30,19904|0|1|241,1768.46
2017-09-30,19904|0|1|242,57.5
2017-09-30,19904|0|1|246,683.46
2017-09-30,19904|0|1|247,0.0
2017-09-30,19904|0|1|255,742.44
2017-09-30,19904|0|1|256,1343.79
2017-09-30,19904|0|1|260,0.0
2017-09-30,19904|0|1|261,0.0
2017-09-30,19904|0|1|262,1201.74
2017-09-30,19904|0|1|263,1289.04
2017-09-30,19904|0|1|264,998.31
2017-09-30,19904|0|1|265,0.0
2017-09-30,19904|0|1|266,1531.65
2017-09-30,19904|0|1|267,0.0
2017-09-30,19904|0|1|268,1193.93
2017-09-30,19904|0|1|270,1016.23
2017-09-30,19904|0|1|271,0.0
2017-09-30,19904|0|1|272,1060.3
2017-09-30,19904|0|1|273,874.0
2017-09-30,19904|0|1|274,0.0
2017-09-30,19904|0|1|276,1023.5
2017-09-30,19904|0|1|279,1052.23
2017-09-30,19904|0|1|281,0.0
2017-09-30,19904|0|1|282,761.85
2017-09-30,19904|0|1|283,0.0
2017-09-30,19904|0|1|284,1118.98
2017-09-30,19904|0|1|285,965.38
2017-09-30,19904|0|1|286,507.77
2017-09-30,19904|0|1|287,885.5
2017-09-30,19904|0|1|288,1192.6
2017-09-30,19904|0|1|289,922.74
2017-09-30,19904|0|1|290,1597.64
2017-09-30,19904|0|1|291,859.08
2017-09-30,19904|0|1|292,1373.8
2017-09-30,19904|0|1|295,1075.7
2017-09-30,19904|0|1|296,392.19
2017-09-30,19904|0|1|297,1408.6
2017-09-30,19904|0|1|298,1856.94
2017-09-30,19904|0|1|299,0.0
2017-09-30,19904|0|1|30,937.58
2017-09-30,19904|0|1|301,1004.76
2017-09-30,19904|0|1|303,894.11
2017-09-30,19904|0|1|305,0.0
2017-09-30,19904|0|1|306,690.0
2017-09-30,19904|0|1|307,1024.66
2017-09-30,19904|0|1|309,1022.5999999999999
2017-09-30,19904|0|1|31,888.47
2017-09-30,19904|0|1|310,0.0
2017-09-30,19904|0|1|313,1048.24
2017-09-30,19904|0|1|314,1012.0
2017-09-30,19904|0|1|315,0.0
2017-09-30,19904|0|1|316,981.89
2017-09-30,19904|0|1|317,1330.86
2017-09-30,19904|0|1|318,0.0
2017-09-30,19904|0|1|319,0.0
2017-09-30,19904|0|1|320,1330.55
2017-09-30,19904|0|1|321,0.0
2017-09-30,19904|0|1|324,0.0
2017-09-30,19904|0|1|326,0.0
2017-09-30,19904|0|1|327,1054.39
2017-09-30,19904|0|1|328,0.0
2017-09-30,19904|0|1|330,854.98
2017-09-30,19904|0|1|331,0.0
2017-09-30,19904|0|1|332,1262.7
2017-09-30,19904|0|1|333,1390.25
2017-09-30,19904|0|1|334,0.0
2017-09-30,19904|0|1|335,1140.75
2017-09-30,19904|0|1|336,0.0
2017-09-30,19904|0|1|337,0.0
2017-09-30,19904|0|1|338,990.74
2017-09-30,19904|0|1|339,894.85
2017-09-30,19904|0|1|341,671.61
2017-09-30,19904|0|1|342,740.48
2017-09-30,19904|0|1|344,1066.2
2017-09-30,19904|0|1|345,1308.54
2017-09-30,19904|0|1|348,1029.03
2017-09-30,19904|0|1|351,639.36
2017-09-30,19904|0|1|353,0.0
2017-09-30,19904|0|1|355,529.0
2017-09-30,19904|0|1|361,1639.96
2017-09-30,19904|0|1|363,1492.01
2017-09-30,19904|0|1|366,1303.77
2017-09-30,19904|0|1|369,0.0
2017-09-30,19904|0|1|37,1469.68
2017-09-30,19904|0|1|376,782.0
2017-09-30,19904|0|1|379,795.82
2017-09-30,19904|0|1|380,0.0
2017-09-30,19904|0|1|383,1890.67
2017-09-30,19904|0|1|384,994.6500000000001
2017-09-30,19904|0|1|387,1050.49
2017-09-30,19904|0|1|389,1841.9
2017-09-30,19904|0|1|392,1348.97
2017-09-30,19904|0|1|395,1269.8
2017-09-30,19904|0|1|397,1012.68
2017-09-30,19904|0|1|398,1097.14
2017-09-30,19904|0|1|401,1707.78
2017-09-30,19904|0|1|402,904.67
2017-09-30,19904|0|1|403,0.0
2017-09-30,19904|0|1|404,648.49
2017-09-30,19904|0|1|407,0.0
2017-09-30,19904|0|1|408,920.0
2017-09-30,19904|0|1|409,874.0
2017-09-30,19904|0|1|411,1484.08
2017-09-30,19904|0|1|412,0.0
2017-09-30,19904|0|1|413,0.0
2017-09-30,19904|0|1|414,554.1
2017-09-30,19904|0|1|415,0.0
2017-09-30,19904|0|1|421,529.71
2017-09-30,19904|0|1|423,1386.92
2017-09-30,19904|0|1|424,816.63
2017-09-30,19904|0|1|426,0.0
2017-09-30,19904|0|1|429,1822.77
2017-09-30,19904|0|1|431,578.81
2017-09-30,19904|0|1|433,897.0
2017-09-30,19904|0|1|434,1872.08
2017-09-30,19904|0|1|435,885.5
2017-09-30,19904|0|1|436,0.0
2017-09-30,19904|0|1|437,823.88
2017-09-30,19904|0|1|439,966.0
2017-09-30,19904|0|1|441,0.0
2017-09-30,19904|0|1|442,0.0
2017-09-30,19904|0|1|446,0.0
2017-09-30,19904|0|1|450,1077.97
2017-09-30,19904|0|1|452,1030.14
2017-09-30,19904|0|1|464,1789.72
2017-09-30,19904|0|1|465,1009.23
2017-09-30,19904|0|1|467,1411.4
2017-09-30,19904|0|1|468,870.08
2017-09-30,19904|0|1|472,552.0
2017-09-30,19904|0|1|477,0.0
2017-09-30,19904|0|1|489,0.0
2017-09-30,19904|0|1|497,1154.56
2017-09-30,19904|0|1|499,0.0
2017-09-30,19904|0|1|500,1761.67
2017-09-30,19904|0|1|501,0.0
2017-09-30,19904|0|1|502,648.76
2017-09-30,19904|0|1|503,0.0
2017-09-30,19904|0|1|504,2259.99
2017-09-30,19904|0|1|506,841.86
2017-09-30,19904|0|1|507,1571.54
2017-09-30,19904|0|1|508,0.0
2017-09-30,19904|0|1|509,0.0
2017-09-30,19904|0|1|51,1425.09
2017-09-30,19904|0|1|512,2133.52
2017-09-30,19904|0|1|513,1879.21
2017-09-30,19904|0|1|516,1735.72
2017-09-30,19904|0|1|519,1019.2
2017-09-30,19904|0|1|520,0.0
2017-09-30,19904|0|1|523,714.16
2017-09-30,19904|0|1|524,1399.7
2017-09-30,19904|0|1|525,640.29
2017-09-30,19904|0|1|526,0.0
2017-09-30,19904|0|1|527,1214.65
2017-09-30,19904|0|1|529,0.0
2017-09-30,19904|0|1|530,1274.58
2017-09-30,19904|0|1|531,0.0
2017-09-30,19904|0|1|534,992.87
2017-09-30,19904|0|1|535,875.16
2017-09-30,19904|0|1|537,553.16
2017-09-30,19904|0|1|538,886.65
2017-09-30,19904|0|1|539,776.39
2017-09-30,19904|0|1|540,2019.59
2017-09-30,19904|0|1|541,599.51
2017-09-30,19904|0|1|542,0.0
2017-09-30,19904|0|1|543,0.0
2017-09-30,19904|0|1|544,0.0
2017-09-30,19904|0|1|546,978.9
2017-09-30,19904|0|1|547,0.0
2017-09-30,19904|0|1|549,968.24
2017-09-30,19904|0|1|550,884.3
2017-09-30,19904|0|1|551,806.18
2017-09-30,19904|0|1|553,600.37
2017-09-30,19904|0|1|554,1045.84
2017-09-30,19904|0|1|556,885.5
2017-09-30,19904|0|1|557,1006.46
2017-09-30,19904|0|1|558,908.5
2017-09-30,19904|0|1|560,0.0
2017-09-30,19904|0|1|564,0.0
2017-09-30,19904|0|1|566,0.0
2017-09-30,19904|0|1|571,1838.29
2017-09-30,19904|0|1|574,0.0
2017-09-30,19904|0|1|575,1298.16
2017-09-30,19904|0|1|576,1345.88
2017-09-30,19904|0|1|577,1867.1
2017-09-30,19904|0|1|580,0.0
2017-09-30,19904|0|1|581,0.0
2017-09-30,19904|0|1|582,1403.0
2017-09-30,19904|0|1|583,0.0
2017-09-30,19904|0|1|584,830.51
2017-09-30,19904|0|1|588,931.5
2017-09-30,19904|0|1|589,1405.32
2017-09-30,19904|0|1|590,0.0
2017-09-30,19904|0|1|592,1322.19
2017-09-30,19904|0|1|595,0.0
2017-09-30,19904|0|1|598,508.37
2017-09-30,19904|0|1|6,1207.21
2017-09-30,19904|0|1|600,1201.16
2017-09-30,19904|0|1|601,0.0
2017-09-30,19904|0|1|602,0.0
2017-09-30,19904|0|1|603,645.74
2017-09-30,19904|0|1|604,1355.33
2017-09-30,19904|0|1|605,1264.33
2017-09-30,19904|0|1|608,863.66
2017-09-30,19904|0|1|609,828.58
2017-09-30,19904|0|1|611,0.0
2017-09-30,19904|0|1|612,0.0
2017-09-30,19904|0|1|613,0.0
2017-09-30,19904|0|1|616,1334.0
2017-09-30,19904|0|1|617,851.0
2017-09-30,19904|0|1|619,1528.52
2017-09-30,19904|0|1|620,0.0
2017-09-30,19904|0|1|621,0.0
2017-09-30,19904|0|1|622,0.0
2017-09-30,19904|0|1|623,1437.5
2017-09-30,19904|0|1|626,897.0
2017-09-30,19904|0|1|627,1173.0
2017-09-30,19904|0|1|628,0.0
2017-09-30,19904|0|1|630,1665.22
2017-09-30,19904|0|1|631,1472.0
2017-09-30,19904|0|1|632,1284.23
2017-09-30,19904|0|1|633,1150.0
2017-09-30,19904|0|1|636,1578.64
2017-09-30,19904|0|1|637,690.0
2017-09-30,19904|0|1|642,0.0
2017-09-30,19904|0|1|643,1461.11
2017-09-30,19904|0|1|644,0.0
2017-09-30,19904|0|1|645,1236.61
2017-09-30,19904|0|1|646,0.0
2017-09-30,19904|0|1|648,0.0
2017-09-30,19904|0|1|649,0.0
2017-09-30,19904|0|1|650,1472.0
2017-09-30,19904|0|1|651,1575.5
2017-09-30,19904|0|1|654,897.0
2017-09-30,19904|0|1|656,925.89
2017-09-30,19904|0|1|658,0.0
2017-09-30,19904|0|1|659,1357.0
2017-09-30,19904|0|1|661,1144.3
2017-09-30,19904|0|1|662,1710.26
2017-09-30,19904|0|1|663,0.0
2017-09-30,19904|0|1|664,0.0
2017-09-30,19904|0|1|666,736.0
2017-09-30,19904|0|1|668,1813.13
2017-09-30,19904|0|1|670,1503.12
2017-09-30,19904|0|1|671,0.0
2017-09-30,19904|0|1|672,0.0
2017-09-30,19904|0|1|673,0.0
2017-09-30,19904|0|1|676,1122.12
2017-09-30,19904|0|1|677,1243.74
2017-09-30,19904|0|1|678,1524.04
2017-09-30,19904|0|1|680,0.0
2017-09-30,19904|0|1|681,0.0
2017-09-30,19904|0|1|683,951.82
2017-09-30,19904|0|1|684,954.5
2017-09-30,19904|0|1|685,1046.5
2017-09-30,19904|0|1|687,1399.81
2017-09-30,19904|0|1|689,1778.98
2017-09-30,19904|0|1|690,846.08
2017-09-30,19904|0|1|691,0.0
2017-09-30,19904|0|1|693,1547.57
2017-09-30,19904|0|1|694,682.47
2017-09-30,19904|0|1|696,0.0
2017-09-30,19904|0|1|697,0.0
2017-09-30,19904|0|1|698,598.0
2017-09-30,19904|0|1|699,1592.33
2017-09-30,19904|0|1|700,0.0
2017-09-30,19904|0|1|702,1090.5
2017-09-30,19904|0|1|705,0.0
2017-09-30,19904|0|1|706,975.16
2017-09-30,19904|0|1|707,680.82
2017-09-30,19904|0|1|708,900.23
2017-09-30,19904|0|1|709,0.0
2017-09-30,19904|0|1|711,828.0
2017-09-30,19904|0|1|713,448.5
2017-09-30,19904|0|1|714,0.0
2017-09-30,19904|0|1|716,736.0
2017-09-30,19904|0|1|717,0.0
2017-09-30,19904|0|1|718,817.66
2017-09-30,19904|0|1|720,0.0
2017-09-30,19904|0|1|721,0.0
2017-09-30,19904|0|1|722,1098.35
2017-09-30,19904|0|1|723,977.5
2017-09-30,19904|0|1|724,874.0
2017-09-30,19904|0|1|725,1197.44
2017-09-30,19904|0|1|740,1549.14
2017-09-30,19904|0|1|741,647.86
2017-09-30,19904|0|1|745,1283.0
2017-09-30,19904|0|1|749,874.0
2017-09-30,19904|0|1|757,1330.09
2017-09-30,19904|0|1|758,437.0
2017-09-30,19904|0|1|769,913.76
2017-09-30,19904|0|1|770,0.0
2017-09-30,19904|0|1|80,1008.78
2017-09-30,19904|0|1|84,0.0
2017-09-30,19904|0|1|87,2111.15
2017-09-30,19904|0|1|88,1091.11
2017-09-30,19904|0|1|89,1484.24
2017-09-30,19904|0|1|90,0.0
2017-09-30,19904|0|1|94,897.48
2017-09-30,19904|0|1|95,1031.39
2017-09-30,19904|0|1|96,1051.95
2017-09-30,19904|0|3|10600,1888.48
2017-09-30,19904|0|3|10616,2300.0
2017-09-30,19904|0|3|10718,1309.73
2017-09-30,19904|0|3|10729,1770.12
2017-09-30,19904|0|3|10730,1777.72
2017-09-30,19904|0|3|10731,1309.9
2017-09-30,19904|0|3|184,2388.33
2017-09-30,19904|0|3|250,1899.06
2017-09-30,19904|0|3|252,1664.36
2017-09-30,19904|0|3|253,1683.49
2017-09-30,19904|0|3|567,1899.06
2017-09-30,19904|0|3|579,1571.59
2017-09-30,19904|0|3|726,0.0
2017-09-30,19904|0|3|728,450.02
2017-09-30,19904|21|3|660,0.0
2017-09-30,19904|21|3|9000,0.0
2017-09-30,2048|0|3|1019,3112.6
2017-09-30,2048|0|3|1022,4071.08
2017-09-30,2048|0|3|1037,2627.78
2017-09-30,2048|0|3|1040,12.5
2017-09-30,2048|0|3|1048,4117.64
2017-09-30,2048|0|3|1054,4105.14
2017-09-30,2048|0|3|1066,3036.02
2017-09-30,2048|0|3|1067,3754.78
2017-09-30,2048|0|3|14,2104.25
2017-09-30,2048|0|3|15,0.0
2017-09-30,2048|0|3|2,2343.59
2017-09-30,2048|0|3|24,4105.14
2017-09-30,2048|0|3|4,4596.05
2017-09-30,2048|0|3|7,4354.73
2017-09-30,2048|21|3|90000,0.0
2017-09-30,2048|21|3|90001,0.0
2017-09-30,2048|21|3|90003,0.0
2017-09-30,26350|21|3|1,0.0
2017-09-30,26478|0|1|11,1409.35
2017-09-30,26478|0|1|12,3277.51
2017-09-30,26478|0|1|16,2495.14
2017-09-30,26478|0|1|17,1564.75
2017-09-30,26478|0|1|2,3277.51
2017-09-30,26478|0|1|20,2499.91
2017-09-30,26478|0|1|25,1986.22
2017-09-30,26478|0|1|28,2150.48
2017-09-30,26478|0|1|29,2116.07
2017-09-30,26478|0|1|3,2234.71
2017-09-30,26478|0|1|31,2495.14
2017-09-30,26478|0|1|33,2176.53
2017-09-30,26478|0|1|37,1792.57
2017-09-30,26478|0|1|49,2633.53
2017-09-30,26478|0|1|5,2462.76
2017-09-30,26478|0|1|51,2447.55
2017-09-30,26478|0|1|52,1847.93
2017-09-30,26478|0|1|53,2291.26
2017-09-30,26478|0|1|7,1230.07
2017-09-30,26478|0|1|8,0.0
2017-09-30,26478|0|1|9,1028.52
2017-09-30,26478|0|3|1,3699.71
2017-09-30,26478|0|3|18,2785.15
2017-09-30,26478|0|3|21,3808.69
2017-09-30,26478|0|3|30,3236.16
2017-09-30,26478|0|3|35,2626.88
2017-09-30,32428|0|1|1053,1027.05
2017-09-30,32428|0|1|1054,2497.18
2017-09-30,32428|0|1|1095,0.0
2017-09-30,32428|0|1|11,2406.33
2017-09-30,32428|0|1|1101,2501.77
2017-09-30,32428|0|1|1102,2922.52
2017-09-30,32428|0|1|1123,2178.05
2017-09-30,32428|0|1|1147,2406.33
2017-09-30,32428|0|1|12,2885.94
2017-09-30,32428|0|1|13,2406.33
2017-09-30,32428|0|1|1307,1814.23
2017-09-30,32428|0|1|1321,2590.61
2017-09-30,32428|0|1|1322,1705.75
2017-09-30,32428|0|1|1323,2539.65
2017-09-30,32428|0|1|1332,2632.95
2017-09-30,32428|0|1|1337,1427.1
2017-09-30,32428|0|1|1339,2440.5
2017-09-30,32428|0|1|1344,3132.8399999999997
2017-09-30,32428|0|1|1345,3132.8399999999997
2017-09-30,32428|0|1|1348,2436.7
2017-09-30,32428|0|1|1350,2812.21
2017-09-30,32428|0|1|1351,2280.1
2017-09-30,32428|0|1|1354,2443.51
2017-09-30,32428|0|1|1386,2603.39
2017-09-30,32428|0|1|14,2406.33
2017-09-30,32428|0|1|1436,2406.33
2017-09-30,32428|0|1|1437,2406.33
2017-09-30,32428|0|1|1442,1920.51
2017-09-30,32428|0|1|1481,2445.6
2017-09-30,32428|0|1|1483,2389.26
2017-09-30,32428|0|1|1489,2451.88
2017-09-30,32428|0|1|1520,2406.33
2017-09-30,32428|0|1|1521,2406.33
2017-09-30,32428|0|1|1560,2406.33
2017-09-30,32428|0|1|1587,1108.28
2017-09-30,32428|0|1|1588,2430.18
2017-09-30,32428|0|1|1595,0.0
2017-09-30,32428|0|1|1596,1544.52
2017-09-30,32428|0|1|16,2445.62
2017-09-30,32428|0|1|1607,2351.46
2017-09-30,32428|0|1|1637,2436.7
2017-09-30,32428|0|1|1638,3120.21
2017-09-30,32428|0|1|1651,2903.54
2017-09-30,32428|0|1|1653,2208.97
2017-09-30,32428|0|1|1654,2488.04
2017-09-30,32428|0|1|1669,2354.96
2017-09-30,32428|0|1|1676,0.0
2017-09-30,32428|0|1|1698,2358.21
2017-09-30,32428|0|1|1700,1632.96
2017-09-30,32428|0|1|1702,2741.09
2017-09-30,32428|0|1|1703,2724.12
2017-09-30,32428|0|1|1704,1865.2
2017-09-30,32428|0|1|1715,2467.55
2017-09-30,32428|0|1|174,2445.6
2017-09-30,32428|0|1|1751,2365.25
2017-09-30,32428|0|1|1755,1830.63
2017-09-30,32428|0|1|178,2148.24
2017-09-30,32428|0|1|1795,2406.33
2017-09-30,32428|0|1|1796,2406.33
2017-09-30,32428|0|1|1797,2277.29
2017-09-30,32428|0|1|18,1095.51
2017-09-30,32428|0|1|1802,2571.82
2017-09-30,32428|0|1|1806,2891.09
2017-09-30,32428|0|1|1812,1836.13
2017-09-30,32428|0|1|1813,3082.53
2017-09-30,32428|0|1|1817,2113.86
2017-09-30,32428|0|1|1820,2191.42
2017-09-30,32428|0|1|1822,1928.86
2017-09-30,32428|0|1|20,2739.29
2017-09-30,32428|0|1|229,2079.92
2017-09-30,32428|0|1|236,2922.52
2017-09-30,32428|0|1|237,1950.88
2017-09-30,32428|0|1|26,2579.3599999999997
2017-09-30,32428|0|1|273,2436.69
2017-09-30,32428|0|1|274,2449.98
2017-09-30,32428|0|1|276,2453.32
2017-09-30,32428|0|1|277,2445.61
2017-09-30,32428|0|1|278,2671.07
2017-09-30,32428|0|1|28,1828.92
2017-09-30,32428|0|1|29,2416.23
2017-09-30,32428|0|1|290,2487.65
2017-09-30,32428|0|1|292,2406.33
2017-09-30,32428|0|1|294,2508.81
2017-09-30,32428|0|1|3,1237.32
2017-09-30,32428|0|1|301,2730.05
2017-09-30,32428|0|1|302,2070.67
2017-09-30,32428|0|1|304,204.03
2017-09-30,32428|0|1|305,2717.17
2017-09-30,32428|0|1|306,2406.34
2017-09-30,32428|0|1|308,2183.3
2017-09-30,32428|0|1|318,2406.34
2017-09-30,32428|0|1|319,2436.7
2017-09-30,32428|0|1|322,0.0
2017-09-30,32428|0|1|35,2466.62
2017-09-30,32428|0|1|36,2165.51
2017-09-30,32428|0|1|365,2697.07
2017-09-30,32428|0|1|368,0.0
2017-09-30,32428|0|1|37,2436.7
2017-09-30,32428|0|1|378,2617.74
2017-09-30,32428|0|1|382,2315.25
2017-09-30,32428|0|1|383,2406.33
2017-09-30,32428|0|1|384,2444.29
2017-09-30,32428|0|1|39,1267.69
2017-09-30,32428|0|1|401,2970.22
2017-09-30,32428|0|1|405,2697.07
2017-09-30,32428|0|1|41,2993.79
2017-09-30,32428|0|1|430,1411.16
2017-09-30,32428|0|1|433,2697.07
2017-09-30,32428|0|1|442,2406.33
2017-09-30,32428|0|1|446,2445.61
2017-09-30,32428|0|1|452,0.0
2017-09-30,32428|0|1|457,0.0
2017-09-30,32428|0|1|489,2429.1
2017-09-30,32428|0|1|509,2524.92
2017-09-30,32428|0|1|511,2476.47
2017-09-30,32428|0|1|545,2680.36
2017-09-30,32428|0|1|546,2445.61
2017-09-30,32428|0|1|547,0.0
2017-09-30,32428|0|1|594,2459.48
2017-09-30,32428|0|1|629,2406.33
2017-09-30,32428|0|1|630,2406.33
2017-09-30,32428|0|1|671,1757.31
2017-09-30,32428|0|1|672,2406.33
2017-09-30,32428|0|1|698,3430.58
2017-09-30,32428|0|1|704,2721.73
2017-09-30,32428|0|1|705,2406.34
2017-09-30,32428|0|1|750,2206.45
2017-09-30,32428|0|1|766,2406.33
2017-09-30,32428|0|1|767,2277.28
2017-09-30,32428|0|1|769,2404.79
2017-09-30,32428|0|1|771,2436.69
2017-09-30,32428|0|1|772,1639.64
2017-09-30,32428|0|1|864,2975.25
2017-09-30,32428|0|1|865,2922.52
2017-09-30,32428|0|1|866,0.0
2017-09-30,32428|0|1|867,2406.33
2017-09-30,32428|0|1|868,2406.33
2017-09-30,32428|0|1|87,2079.92
2017-09-30,32428|0|1|946,2451.88
2017-09-30,32428|0|1|947,2526.62
2017-09-30,32428|0|3|1031,3289.87
2017-09-30,32428|0|3|1032,3860.32
2017-09-30,32428|0|3|1047,3405.0
2017-09-30,32428|0|3|1062,3157.89
2017-09-30,32428|0|3|1064,0.0
2017-09-30,32428|0|3|1066,3462.77
2017-09-30,32428|0|3|1067,3816.42
2017-09-30,32428|0|3|107,10857.15
2017-09-30,32428|0|3|1100,2793.33
2017-09-30,32428|0|3|1106,3821.42
2017-09-30,32428|0|3|1110,2780.83
2017-09-30,32428|0|3|1142,2812.76
2017-09-30,32428|0|3|1152,3334.38
2017-09-30,32428|0|3|1161,1986.88
2017-09-30,32428|0|3|1179,2838.63
2017-09-30,32428|0|3|1180,4117.34
2017-09-30,32428|0|3|1203,3404.78
2017-09-30,32428|0|3|1206,0.0
2017-09-30,32428|0|3|1221,2767.41
2017-09-30,32428|0|3|1258,2467.41
2017-09-30,32428|0|3|1262,2827.24
2017-09-30,32428|0|3|1265,2930.04
2017-09-30,32428|0|3|1286,3058.55
2017-09-30,32428|0|3|1304,2544.51
2017-09-30,32428|0|3|131,3999.84
2017-09-30,32428|0|3|1315,3084.26
2017-09-30,32428|0|3|1318,6770.5
2017-09-30,32428|0|3|1343,4477.18
2017-09-30,32428|0|3|1353,3345.69
2017-09-30,32428|0|3|1360,4954.61
2017-09-30,32428|0|3|137,3511.17
2017-09-30,32428|0|3|1370,7867.64
2017-09-30,32428|0|3|1400,2731.56
2017-09-30,32428|0|3|1403,2912.5
2017-09-30,32428|0|3|1407,2597.83
2017-09-30,32428|0|3|1423,2981.45
2017-09-30,32428|0|3|1425,3168.34
2017-09-30,32428|0|3|1426,2267.5
2017-09-30,32428|0|3|144,12909.73
2017-09-30,32428|0|3|1446,3551.9
2017-09-30,32428|0|3|1456,3610.47
2017-09-30,32428|0|3|1457,4497.9
2017-09-30,32428|0|3|1504,4189.47
2017-09-30,32428|0|3|1530,2907.28
2017-09-30,32428|0|3|1543,3898.8900000000003
2017-09-30,32428|0|3|1544,1987.44
2017-09-30,32428|0|3|1545,3701.11
2017-09-30,32428|0|3|1546,2233.16
2017-09-30,32428|0|3|1547,3507.99
